Nome da pessoa;Idade da pessoa;Documento CPF;Data de Nascimento;Sexo da pessoa;Signo da Pessoa;Nome da Mãe;Telefone Fixo;Telefone Celular;Altura da Pessoa;Peso da Pessoa;Tipo Sanguíneo da Pessoa
Rafael Edson Miguel Campos;36;110.250.328-29;11/07/1985;Masculino;Câncer;Isadora Heloise;(11) 3679-1356;(11) 99781-2184;1,73;63;A-
Julio Calebe Gonçalves;67;530.902.158-29;24/05/1954;Masculino;Gêmeos;Stella Alessandra;(18) 2512-8076;(18) 98814-2632;1,97;84;B+
Lara Eloá Giovana Assis;46;228.064.788-55;09/07/1975;Feminino;Câncer;Rosângela Beatriz Kamilly;(11) 3831-9285;(11) 98468-9369;1,79;79;AB-
Nina Brenda Luiza da Conceição;20;283.762.488-80;17/09/2001;Feminino;Virgem;Mariah Isabella;(15) 2938-1241;(15) 99806-8043;1,57;70;O+
Rosângela Valentina Vanessa Martins;23;790.611.428-06;05/11/1998;Feminino;Escorpião;Mariane Nicole;(11) 3773-0407;(11) 99554-8500;1,53;54;A+
Fernando Juan Kevin Moraes;77;578.294.468-49;11/11/1944;Masculino;Escorpião;Isis Valentina Isabela;(11) 2676-1947;(11) 99427-2466;2;85;AB+
Nina Daniela Marcela Rezende;25;948.316.258-09;19/04/1996;Feminino;Áries;Teresinha Fernanda Sandra;(17) 2590-2385;(17) 98989-8137;1,63;60;O+
Bryan Geraldo Porto;36;331.238.938-04;23/03/1985;Masculino;Áries;Isabella Maitê;(11) 3757-2368;(11) 98561-9169;1,66;51;A-
Bernardo Cauê Nicolas Dias;36;015.759.788-14;19/10/1985;Masculino;Libra;Laura Márcia;(12) 3664-7231;(12) 99807-6915;1,6;55;A+
Stefany Regina Melo;60;054.938.098-18;22/11/1961;Feminino;Sagitário;Marina Lúcia;(19) 2821-5531;(19) 98206-7669;1,62;79;B+
Luís Rodrigo Baptista;31;044.007.008-28;27/03/1990;Masculino;Áries;Emily Carla;(11) 3852-9087;(11) 98651-1152;1,97;92;O+
Gabriela Tatiane Castro;23;645.698.078-01;07/03/1998;Feminino;Peixes;Benedita Amanda;(11) 3519-4987;(11) 98417-4977;1,66;66;B+
Augusto Pedro Henrique Assunção;24;575.308.588-15;16/05/1997;Masculino;Touro;Laura Camila;(16) 3520-5653;(16) 98573-5711;1,94;50;B-
Carlos Eduardo Filipe Carvalho;77;394.560.618-76;18/02/1944;Masculino;Aquário;Natália Pietra Alícia;(16) 3921-2684;(16) 98804-2093;1,97;81;B-
Letícia Sandra Barros;27;311.303.888-08;05/10/1994;Feminino;Libra;Louise Cristiane;(13) 2913-1095;(13) 99905-8370;1,69;68;O-
Pedro Renan Rocha;36;947.187.588-90;21/01/1985;Masculino;Aquário;Gabriela Alana;(19) 3574-2278;(19) 98916-6190;1,83;77;AB-
Rebeca Sônia Stella Pires;23;111.950.078-84;02/09/1998;Feminino;Virgem;Sueli Isadora;(11) 3560-5802;(11) 98241-8818;1,85;65;O-
Analu Silvana Aragão;33;801.765.708-02;17/10/1988;Feminino;Libra;Rita Jennifer Maitê;(11) 2617-1236;(11) 98936-5458;1,62;69;A-
Gabriela Benedita Heloisa Assis;23;954.478.148-04;12/01/1998;Feminino;Capricórnio;Lavínia Alana;(11) 3773-7878;(11) 98721-4903;1,82;86;AB+
Louise Rafaela Ferreira;69;601.548.708-97;10/09/1952;Feminino;Virgem;Giovana Cecília Lúcia;(11) 2630-0203;(11) 99848-0202;1,8;57;AB-
Julio Leonardo Martin Aragão;56;873.844.158-61;22/07/1965;Masculino;Leão;Sebastiana Alice;(11) 2664-1963;(11) 98367-4080;1,65;102;AB+
Emanuel Luiz Costa;56;484.618.938-40;04/12/1965;Masculino;Sagitário;Vanessa Brenda Isadora;(11) 2932-7501;(11) 99620-6718;1,83;90;AB-
Lara Laís Bianca Castro;27;239.149.828-45;16/05/1994;Feminino;Touro;Stella Manuela Luzia;(11) 2699-8173;(11) 99124-1219;1,64;68;B-
Ricardo Ian Vieira;78;785.265.558-04;16/04/1943;Masculino;Áries;Bianca Laís;(11) 3632-4822;(11) 99368-3433;1,81;100;B-
Mariana Cláudia Olivia Porto;67;160.043.078-31;03/07/1954;Feminino;Câncer;Andreia Raquel Malu;(11) 2574-6086;(11) 99437-6536;1,85;76;A-
Guilherme Benedito Osvaldo Jesus;46;743.537.518-75;07/10/1975;Masculino;Libra;Eloá Nina Mirella;(11) 2847-7748;(11) 98245-6574;1,82;107;A-
Elza Rosa Lima;46;425.637.148-69;24/01/1975;Feminino;Aquário;Carolina Fátima Vera;(12) 2686-2583;(12) 99247-6950;1,63;76;B+
Cecília Tereza Rocha;78;457.800.488-00;19/03/1943;Feminino;Peixes;Ana Adriana Yasmin;(13) 3512-7951;(13) 99524-1103;1,59;72;AB-
Carolina Hadassa Mendes;78;523.269.388-36;08/03/1943;Feminino;Peixes;Stella Yasmin;(11) 3930-9947;(11) 98354-7208;1,72;76;O-
Bernardo Miguel Sales;27;126.071.098-09;23/04/1994;Masculino;Touro;Valentina Rosa Rafaela;(17) 3729-8079;(17) 98147-5814;1,87;105;AB+
Gabrielly Camila da Cunha;59;870.648.748-30;08/11/1962;Feminino;Escorpião;Jennifer Marina;(11) 2503-4919;(11) 99581-7501;1,69;47;A-
Sophia Rafaela Monteiro;21;679.692.308-14;23/12/2000;Feminino;Capricórnio;Benedita Josefa Luna;(19) 2526-6230;(19) 98689-6676;1,59;79;AB-
Adriana Rebeca Santos;36;829.105.258-13;27/08/1985;Feminino;Virgem;Tatiane Elaine;(11) 2932-3835;(11) 98441-5960;1,68;79;A+
Brenda Laura Laís Araújo;20;200.030.748-54;25/12/2001;Feminino;Capricórnio;Amanda Ayla Rosângela;(17) 2538-9510;(17) 99176-3138;1,64;62;B+
Emanuelly Tereza Eloá das Neves;78;654.640.778-71;15/10/1943;Feminino;Libra;Cláudia Elisa Clara;(19) 2634-6129;(19) 98327-3762;1,52;45;AB+
Joana Clarice Jesus;24;122.019.818-84;19/05/1997;Feminino;Touro;Sophia Giovana Ester;(14) 2846-2525;(14) 98330-5160;1,67;47;O+
Nicolas Antonio Nunes;43;472.062.148-19;26/10/1978;Masculino;Escorpião;Lorena Mariah Luzia;(19) 2716-8913;(19) 98503-9650;1,8;95;O+
Daniela Isadora Yasmin Fernandes;68;218.072.588-40;10/03/1953;Feminino;Peixes;Tereza Agatha;(15) 2712-6071;(15) 98778-5681;1,76;88;O+
Benício Anthony Calebe Martins;50;632.108.158-28;23/02/1971;Masculino;Peixes;Betina Regina;(11) 2917-0744;(11) 99299-5935;1,86;95;A+
Emily Melissa Eduarda Pinto;27;226.307.018-40;19/07/1994;Feminino;Câncer;Jaqueline Priscila;(11) 2793-0914;(11) 98180-9245;1,62;65;AB+
Ana Caroline Alessandra Teixeira;50;573.362.298-91;21/01/1971;Feminino;Aquário;Sueli Aline;(19) 3955-6784;(19) 99949-0156;1,84;56;A+
Jaqueline Raquel Luna Carvalho;67;324.242.768-89;12/08/1954;Feminino;Leão;Fernanda Valentina Esther;(11) 3704-3614;(11) 99291-2247;1,74;65;A-
Mateus Victor Luan Almada;73;797.891.218-30;21/06/1948;Masculino;Câncer;Adriana Alana Aparecida;(11) 2762-3702;(11) 98208-0998;1,89;81;O-
Gustavo Breno da Rosa;44;182.548.318-31;19/12/1977;Masculino;Sagitário;Emilly Caroline;(16) 2571-3446;(16) 99649-5687;1,6;102;A-
Pedro Henrique Daniel Gomes;31;156.858.798-81;01/04/1990;Masculino;Áries;Jaqueline Mariana;(11) 3985-6187;(11) 98509-0033;1,82;108;A+
Yasmin Mariah Barbosa;33;864.568.628-76;26/05/1988;Feminino;Gêmeos;Mariana Raquel Esther;(11) 2899-8277;(11) 99803-6618;1,59;62;A-
Marcos Vinicius Giovanni Pereira;60;320.816.168-90;25/10/1961;Masculino;Escorpião;Rafaela Louise Rayssa;(11) 2814-7117;(11) 98186-5819;1,94;71;AB-
César Luan Gustavo Baptista;50;465.269.948-49;02/01/1971;Masculino;Capricórnio;Malu Helena;(11) 3860-0906;(11) 98622-8856;1,91;51;O+
Antônia Sabrina Isabel da Luz;36;573.035.958-64;23/08/1985;Feminino;Virgem;Marcela Sabrina Luiza;(11) 2605-1578;(11) 98105-3122;1,83;84;AB+
Fátima Bianca da Rosa;67;372.341.628-44;18/08/1954;Feminino;Leão;Cláudia Betina Aline;(19) 2937-3152;(19) 98889-3643;1,75;45;AB-
Edson Augusto Luiz Cardoso;50;996.323.798-37;12/12/1971;Masculino;Sagitário;Alice Mariah Carolina;(19) 3997-0241;(19) 98450-0238;1,95;91;A-
Olivia Helena Gabriela Ferreira;45;315.907.048-43;24/08/1976;Feminino;Virgem;Simone Carolina Sônia;(13) 3634-0096;(13) 98561-1809;1,57;73;O+
Yuri Miguel Moraes;67;040.894.678-45;26/06/1954;Masculino;Câncer;Cristiane Luciana Andreia;(11) 3837-1343;(11) 98225-4208;1,9;101;B+
Isabella Adriana Assunção;31;636.035.038-64;26/11/1990;Feminino;Sagitário;Larissa Heloise Giovanna;(16) 2733-3350;(16) 98864-1833;1,71;81;A-
Fernanda Priscila Pires;31;944.648.398-00;27/11/1990;Feminino;Sagitário;Maria Regina;(16) 2579-7505;(16) 98296-4118;1,83;68;B-
Aline Eliane Isis Carvalho;56;198.137.718-28;25/01/1965;Feminino;Aquário;Francisca Clarice;(11) 3746-7665;(11) 99418-1372;1,85;52;A+
Lucca Iago Ruan Drumond;67;152.590.248-26;22/02/1954;Masculino;Peixes;Pietra Sebastiana;(11) 2870-2397;(11) 98526-2198;1,96;70;O+
Luana Josefa das Neves;69;961.299.578-82;17/10/1952;Feminino;Libra;Luzia Elaine;(19) 2864-4323;(19) 98888-3466;1,7;73;AB+
Bento Matheus Leandro Lopes;36;894.245.838-69;20/02/1985;Masculino;Peixes;Maria Ayla Sara;(13) 3887-2312;(13) 98814-9355;1,76;81;O+
Enrico Theo Nelson da Silva;33;396.126.898-30;05/01/1988;Masculino;Capricórnio;Priscila Analu Helena;(19) 3811-7499;(19) 99504-7194;1,61;68;A-
Kaique Guilherme Levi Carvalho;44;283.956.288-03;27/03/1977;Masculino;Áries;Carolina Letícia;(19) 3620-1884;(19) 98233-0478;1,6;110;AB-
Sônia Aurora Ribeiro;31;808.672.768-86;20/10/1990;Feminino;Libra;Lorena Rebeca;(11) 3781-9413;(11) 98925-6227;1,5;59;A+
Nathan Marcos de Paula;43;643.247.118-44;25/04/1978;Masculino;Touro;Bianca Antônia Raimunda;(11) 3622-0700;(11) 99854-7478;1,64;79;B+
Daniel Jorge Nogueira;46;961.288.198-77;02/07/1975;Masculino;Câncer;Flávia Sophia;(11) 2793-8801;(11) 98213-3589;1,72;91;A-
Vera Alícia Yasmin Costa;27;569.517.898-35;27/02/1994;Feminino;Peixes;Sophia Lorena;(17) 2694-5547;(17) 98968-6556;1,85;45;AB-
Lara Simone Galvão;51;509.600.128-85;08/12/1970;Feminino;Sagitário;Gabriela Luciana;(14) 3920-4900;(14) 98742-9923;1,73;50;O+
Heloisa Clarice Almada;78;069.313.048-28;01/04/1943;Feminino;Áries;Betina Laura;(17) 2774-8964;(17) 99807-2666;1,81;73;A-
Alessandra Sandra Peixoto;68;620.495.898-40;14/02/1953;Feminino;Aquário;Amanda Heloise Sabrina;(17) 3585-8660;(17) 99893-5698;1,64;77;B+
Natália Elaine Carolina Lima;33;271.231.788-23;15/08/1988;Feminino;Leão;Carolina Hadassa;(19) 3911-8430;(19) 98193-2009;1,64;57;O+
Letícia Laís Patrícia Almeida;20;696.592.398-90;09/08/2001;Feminino;Leão;Luiza Fernanda;(17) 3791-7673;(17) 98430-6671;1,78;52;B-
Theo Augusto Assunção;21;440.353.708-19;02/01/2000;Masculino;Capricórnio;Mariah Vitória Stella;(11) 2984-2368;(11) 98993-6746;1,82;86;O+
José Isaac Moreira;78;070.779.738-16;14/12/1943;Masculino;Sagitário;Allana Kamilly;(11) 3694-4883;(11) 99580-3857;1,66;97;O-
Joaquim Luan Oliver Monteiro;44;065.299.248-09;01/04/1977;Masculino;Áries;Clara Lara Aparecida;(17) 3808-2251;(17) 98778-1887;1,64;60;O-
Mariane Aparecida Vanessa Oliveira;77;509.942.678-60;27/10/1944;Feminino;Escorpião;Ester Patrícia;(12) 2917-4484;(12) 99124-7448;1,5;54;AB+
Noah Marcelo Nicolas Rocha;26;887.589.448-50;16/01/1995;Masculino;Capricórnio;Pietra Márcia Larissa;(11) 3885-3105;(11) 99994-9802;1,95;53;O-
Lúcia Milena Nogueira;69;716.098.658-04;24/12/1952;Feminino;Capricórnio;Rosa Betina;(12) 2638-3161;(12) 98497-2662;1,69;59;A+
Ryan Benedito dos Santos;37;606.086.208-07;23/05/1984;Masculino;Gêmeos;Sara Eloá;(11) 2824-6182;(11) 99665-8608;1,93;87;A+
Luiza Mirella Beatriz da Cruz;45;716.950.998-93;08/02/1976;Feminino;Aquário;Isabella Pietra Brenda;(11) 2563-9101;(11) 98429-9998;1,59;83;O-
Ruan Arthur Henrique Almada;78;535.073.718-04;18/05/1943;Masculino;Touro;Cecília Fernanda Alice;(11) 2758-6586;(11) 98745-1187;1,79;81;AB+
Agatha Bárbara Gabrielly Moura;21;506.350.918-52;14/08/2000;Feminino;Leão;Eliane Antônia;(11) 3905-6986;(11) 98386-3222;1,63;78;B+
Gabrielly Rosa Luciana Lopes;41;714.008.098-43;02/01/1980;Feminino;Capricórnio;Vitória Joana Priscila;(12) 3831-0166;(12) 99445-5151;1,63;65;B+
Breno Manoel Nascimento;26;608.485.568-79;23/07/1995;Masculino;Leão;Tereza Carla;(17) 2920-9376;(17) 98474-8042;1,75;76;A+
Luiza Sabrina Lara Aparício;26;481.223.698-39;02/10/1995;Feminino;Libra;Isabella Isabelle Tânia;(11) 3740-0777;(11) 99565-3125;1,75;68;B-
Mariane Laura Silveira;51;409.621.368-32;03/12/1970;Feminino;Sagitário;Nicole Sophia Catarina;(16) 2701-9589;(16) 98296-1526;1,8;73;A-
Gael Nathan Luís Ribeiro;22;679.857.548-06;26/04/1999;Masculino;Touro;Lavínia Tânia;(11) 2737-7673;(11) 99465-9238;1,95;68;AB+
Teresinha Esther Nascimento;44;750.067.848-73;14/07/1977;Feminino;Câncer;Evelyn Renata;(16) 3878-4134;(16) 98225-6938;1,76;67;O+
Olivia Sara Baptista;73;280.944.488-90;19/08/1948;Feminino;Leão;Cecília Nina Elaine;(14) 3758-3955;(14) 99565-3514;1,63;50;O+
Bruno Márcio André Fogaça;50;771.039.778-60;20/06/1971;Masculino;Gêmeos;Luzia Isabelly;(15) 2867-8582;(15) 98440-5021;1,9;104;AB-
Márcio Benício Lorenzo Campos;25;406.744.008-10;25/06/1996;Masculino;Câncer;Pietra Lavínia;(19) 3618-6005;(19) 99341-1675;1,84;64;AB+
Martin Cláudio Drumond;21;834.290.038-06;22/08/2000;Masculino;Leão;Isis Helena;(11) 2825-6434;(11) 99196-1701;1,65;93;AB+
Nicolas Victor Davi Campos;26;263.647.448-00;10/03/1995;Masculino;Peixes;Rayssa Analu Kamilly;(19) 3790-5866;(19) 99919-5584;1,98;78;B+
Clarice Adriana Sophie Almada;24;546.020.608-11;21/07/1997;Feminino;Câncer;Isabela Emilly Antonella;(14) 2776-5004;(14) 99847-1918;1,53;88;O+
Mariane Daiane Nair Ribeiro;67;150.341.568-65;11/02/1954;Feminino;Aquário;Camila Tatiane Rosângela;(11) 2798-7348;(11) 99149-8967;1,52;45;AB+
Nicolas Rodrigo Osvaldo da Paz;60;850.906.368-00;18/11/1961;Masculino;Escorpião;Heloise Priscila;(12) 2577-6287;(12) 98368-3921;1,67;101;AB-
Larissa Hadassa Yasmin da Rosa;21;474.368.948-11;09/03/2000;Feminino;Peixes;Bruna Mariana Antonella;(11) 2888-8878;(11) 99717-6544;1,82;81;A-
Murilo Carlos Eduardo Thales da Mata;22;429.025.508-63;11/05/1999;Masculino;Touro;Cláudia Silvana Joana;(12) 2967-7939;(12) 98277-7994;1,97;96;B+
Fernando Enzo Breno Assunção;23;078.486.988-07;03/05/1998;Masculino;Touro;Isadora Camila Jéssica;(17) 3602-1660;(17) 99852-3779;1,98;60;B-
Marcelo Luiz Carlos Ferreira;23;534.453.268-78;26/01/1998;Masculino;Aquário;Allana Patrícia;(17) 3536-0924;(17) 99716-9388;1,81;90;A-
Milena Giovanna Mariah Baptista;26;964.059.648-50;05/07/1995;Feminino;Câncer;Rosa Maitê Lúcia;(11) 3986-3517;(11) 99407-2761;1,6;84;A-
Ruan Benício Yuri Dias;26;516.127.238-45;02/04/1995;Masculino;Áries;Sônia Elaine;(15) 3807-4625;(15) 98349-1565;1,6;68;O-
Tomás Noah Moreira;50;840.267.948-06;24/05/1971;Masculino;Gêmeos;Tatiane Allana;(19) 2880-5165;(19) 98796-1872;1,83;75;A-
André João Rezende;68;734.570.148-41;11/03/1953;Masculino;Peixes;Catarina Letícia;(11) 2849-1592;(11) 98247-0613;1,89;61;B-
Heitor Leonardo Nascimento;20;714.145.718-60;21/02/2001;Masculino;Peixes;Manuela Emily;(11) 3754-7808;(11) 98673-0711;1,91;52;A-
Cláudio Filipe Cardoso;33;004.628.828-70;23/08/1988;Masculino;Virgem;Beatriz Raimunda Giovana;(16) 2975-2575;(16) 99485-4707;1,81;108;A-
Bruno Diogo Pedro Vieira;46;543.755.708-65;20/05/1975;Masculino;Touro;Hadassa Analu Sarah;(11) 3908-1553;(11) 99607-6284;1,93;106;O-
Manoel Renato Martins;69;394.182.528-30;04/09/1952;Masculino;Virgem;Beatriz Marcela Ester;(19) 3616-6045;(19) 99381-6546;1,87;54;B-
Thiago Leonardo Assunção;26;035.909.548-84;21/03/1995;Masculino;Áries;Sophia Luna;(12) 2807-6549;(12) 99638-3418;1,95;108;AB+
Roberto Kevin da Mota;20;846.813.228-49;25/07/2001;Masculino;Leão;Yasmin Laura Elza;(11) 3587-2097;(11) 99822-7160;1,74;95;AB+
Mariane Bruna Sabrina Ramos;78;882.902.998-00;11/04/1943;Feminino;Áries;Sophia Mariah Alana;(11) 3556-2827;(11) 99278-2769;1,85;80;A-
Diego Miguel Kevin Moreira;25;729.543.368-62;18/05/1996;Masculino;Touro;Cecília Antônia Ana;(12) 3663-6430;(12) 98289-6951;1,71;81;AB-
Enrico André Gomes;50;207.075.378-60;26/03/1971;Masculino;Áries;Carolina Tereza Cecília;(11) 2717-3724;(11) 99536-0483;1,85;70;B+
Carlos Eduardo Calebe dos Santos;25;334.917.388-81;10/09/1996;Masculino;Virgem;Lorena Letícia;(12) 3581-5960;(12) 99478-8433;1,9;60;O+
Jorge Rafael Carvalho;37;675.603.318-23;09/04/1984;Masculino;Áries;Sophie Isabella Camila;(19) 2815-8665;(19) 98136-1982;1,78;56;B+
Rafael Paulo Mário da Paz;33;455.269.928-88;21/03/1988;Masculino;Áries;Eloá Renata Melissa;(15) 2546-4115;(15) 98513-1037;1,95;96;O-
Sophie Camila Gabriela Freitas;45;052.508.798-29;25/07/1976;Feminino;Leão;Sarah Giovanna;(12) 2872-2992;(12) 99607-5222;1,52;50;B+
Vitor Rafael Pereira;56;257.368.378-89;03/08/1965;Masculino;Leão;Allana Cecília;(11) 2644-0206;(11) 99961-3034;1,94;61;AB-
Giovanni Cauã Barbosa;46;496.855.798-14;10/12/1975;Masculino;Sagitário;Laura Luciana;(11) 2667-6165;(11) 98211-9562;1,76;85;O-
Débora Aline Vieira;69;566.240.028-83;19/10/1952;Feminino;Libra;Renata Ana;(14) 2592-7510;(14) 99661-8362;1,7;69;A-
Esther Ayla Clarice Melo;50;770.894.838-00;11/11/1971;Feminino;Escorpião;Marcela Mirella Carla;(14) 3727-8177;(14) 98865-7342;1,84;48;B-
Lúcia Emilly Sueli Porto;41;156.031.178-93;14/10/1980;Feminino;Libra;Débora Alícia;(19) 3557-3927;(19) 99394-0919;1,77;60;O-
Manoel Marcelo Danilo Nascimento;45;915.053.368-13;02/11/1976;Masculino;Escorpião;Olivia Sônia Mariah;(12) 2592-7116;(12) 99111-5319;1,6;74;O+
Andreia Maitê da Silva;51;855.906.178-98;06/05/1970;Feminino;Touro;Joana Luzia;(12) 2803-6891;(12) 98478-6079;1,51;86;B-
Andrea Maya Souza;44;821.588.998-08;17/12/1977;Feminino;Sagitário;Jaqueline Priscila;(11) 2895-5728;(11) 98566-7638;1,57;78;AB-
Gabriel Joaquim Geraldo Fogaça;27;074.334.448-07;04/03/1994;Masculino;Peixes;Rebeca Carla;(16) 3717-7358;(16) 99593-8465;1,97;100;AB+
Lívia Sebastiana Andrea da Paz;68;809.499.268-92;07/04/1953;Feminino;Áries;Luzia Ana Catarina;(16) 3559-7798;(16) 99874-4019;1,72;57;AB+
Alice Sandra Patrícia Peixoto;36;095.091.408-80;06/05/1985;Feminino;Touro;Marli Rosa Lívia;(11) 2676-8523;(11) 98801-4216;1,51;55;O+
Hadassa Laura da Mota;77;530.033.068-04;06/12/1944;Feminino;Sagitário;Teresinha Jaqueline;(11) 2849-0878;(11) 98537-0272;1,54;53;AB-
Luís Leonardo Ruan Dias;44;823.473.048-79;24/04/1977;Masculino;Touro;Larissa Caroline;(18) 2897-9670;(18) 99831-7770;1,86;77;O-
Giovanni Miguel Sales;46;843.309.088-75;06/09/1975;Masculino;Virgem;Analu Bruna;(11) 2838-3189;(11) 98783-9751;1,71;54;AB+
Eliane Lúcia Daiane da Mata;25;874.953.658-38;10/07/1996;Feminino;Câncer;Analu Luzia Beatriz;(11) 3868-2620;(11) 98639-4499;1,72;65;A-
Mariana Ayla Martins;37;458.261.788-33;23/10/1984;Feminino;Escorpião;Lavínia Alessandra;(16) 2986-3902;(16) 99489-2254;1,58;86;AB+
Benedito Fábio Ferreira;67;566.205.548-30;02/05/1954;Masculino;Touro;Eloá Daniela;(19) 2865-1313;(19) 98120-0735;1,86;67;AB+
Calebe Gabriel Roberto dos Santos;73;194.302.498-78;03/12/1948;Masculino;Sagitário;Vitória Sophia Carla;(11) 3862-7270;(11) 98349-1337;1,9;59;AB+
Alessandra Analu Mendes;67;593.150.648-95;01/03/1954;Feminino;Peixes;Valentina Eloá;(13) 3601-1723;(13) 99113-2884;1,58;89;A+
Jennifer Sophie Maya das Neves;25;293.105.808-44;14/11/1996;Feminino;Escorpião;Elisa Gabrielly;(16) 2831-7474;(16) 98698-1887;1,81;71;B-
Martin Ryan Nelson Caldeira;31;897.237.248-04;04/06/1990;Masculino;Gêmeos;Aline Mariana;(14) 2685-7445;(14) 99779-7160;1,73;67;O+
Evelyn Emanuelly Gonçalves;45;606.036.028-94;25/07/1976;Feminino;Leão;Raquel Stefany Rosa;(19) 3799-3131;(19) 98503-0433;1,83;76;B-
Priscila Luna Bárbara Mendes;44;803.581.778-71;05/08/1977;Feminino;Leão;Cláudia Carolina Carolina;(11) 3963-0105;(11) 98421-1670;1,81;57;O-
Raul Vinicius Augusto da Luz;37;731.774.168-00;05/08/1984;Masculino;Leão;Kamilly Luzia Jennifer;(14) 2677-3666;(14) 99112-4661;1,93;93;B-
Vinicius Gael Sales;78;830.019.388-03;27/10/1943;Masculino;Escorpião;Melissa Laura;(19) 2862-0152;(19) 98827-6209;1,84;87;B+
Pietra Mariah Pires;21;758.247.808-89;04/11/2000;Feminino;Escorpião;Márcia Sophia;(11) 3634-0101;(11) 99176-9352;1,68;59;AB+
Francisco Tiago Brito;31;555.739.818-03;03/01/1990;Masculino;Capricórnio;Camila Cláudia Carolina;(18) 2554-7691;(18) 99470-8532;1,88;53;O+
Fabiana Raquel Sandra Vieira;50;560.619.268-39;06/03/1971;Feminino;Peixes;Lúcia Esther Rita;(14) 2761-4393;(14) 98877-3042;1,64;72;AB-
Marina Rafaela Campos;41;658.460.938-33;14/12/1980;Feminino;Sagitário;Isabella Valentina;(11) 3717-9099;(11) 98494-7601;1,85;62;AB+
Carolina Isabela Maria Baptista;56;894.991.848-05;08/12/1965;Feminino;Sagitário;Débora Natália;(11) 2888-6816;(11) 99110-0168;1,62;80;AB+
Paulo Anthony Thomas Ramos;46;885.315.868-95;10/11/1975;Masculino;Escorpião;Lorena Adriana;(19) 3792-9971;(19) 98566-6705;1,86;90;O+
Sara Sarah da Mota;61;287.960.728-06;16/02/1960;Feminino;Aquário;Raquel Helena;(12) 2576-2194;(12) 99331-7381;1,85;47;O-
Erick Hugo Pires;26;229.911.928-01;13/03/1995;Masculino;Peixes;Manuela Luna Maitê;(12) 3765-1374;(12) 99946-0212;1,86;100;A+
Emilly Cecília Carvalho;59;909.905.298-78;23/04/1962;Feminino;Touro;Alice Sebastiana;(11) 3723-6982;(11) 99777-1961;1,53;64;B-
Jennifer Esther Emilly Ribeiro;56;443.174.858-00;26/08/1965;Feminino;Virgem;Ester Sophie;(16) 2983-7489;(16) 98734-1794;1,63;63;B+
Tatiane Heloise Fernandes;31;833.532.168-04;04/03/1990;Feminino;Peixes;Jéssica Andreia;(13) 3665-2781;(13) 98514-5716;1,74;49;B-
Fernanda Andreia Raquel dos Santos;33;941.545.268-47;25/09/1988;Feminino;Libra;Isadora Rita;(19) 2842-6693;(19) 99960-5482;1,68;45;O-
Enrico Gael Benjamin Brito;46;841.139.848-08;24/06/1975;Masculino;Câncer;Francisca Fernanda Carolina;(15) 2621-3985;(15) 99192-5944;1,69;62;O-
Flávia Carolina Moura;73;979.200.618-49;03/06/1948;Feminino;Gêmeos;Aurora Aline Maya;(19) 2900-4125;(19) 98650-4766;1,67;58;AB-
Pietra Sueli da Conceição;46;582.738.078-43;23/09/1975;Feminino;Libra;Joana Larissa Stella;(16) 3796-1554;(16) 99845-6127;1,72;83;A+
Tereza Clarice Fernanda Moura;45;823.336.378-20;26/09/1976;Feminino;Libra;Emilly Joana Maya;(16) 3868-5395;(16) 98546-2948;1,54;67;O+
Luís Alexandre Henry Corte Real;37;484.468.748-49;01/02/1984;Masculino;Aquário;Eliane Amanda Mariana;(19) 2946-3882;(19) 98259-3310;1,6;67;B+
Beatriz Carla Caldeira;33;518.440.558-50;11/02/1988;Feminino;Aquário;Kamilly Manuela Evelyn;(11) 2538-5043;(11) 98703-1518;1,67;63;AB-
Sebastiana Mariane Nogueira;46;532.989.898-60;08/05/1975;Feminino;Touro;Tânia Cláudia;(11) 3735-8386;(11) 99621-7912;1,5;67;O-
Lucas Vinicius Daniel da Cruz;59;391.349.308-50;21/11/1962;Masculino;Escorpião;Sabrina Rosa;(11) 3961-2059;(11) 99905-3802;1,73;94;A+
Yuri Elias Oliveira;44;837.052.658-65;05/05/1977;Masculino;Touro;Lara Lorena Eloá;(11) 2908-6028;(11) 98763-2374;1,97;81;B+
Miguel Henry Nogueira;41;084.704.808-04;19/01/1980;Masculino;Capricórnio;Camila Alessandra;(19) 3795-0562;(19) 99336-2485;1,97;52;B+
Calebe Arthur Marcos Assunção;22;919.413.098-10;09/09/1999;Masculino;Virgem;Bárbara Vitória;(11) 3637-8620;(11) 99871-5564;1,76;53;A+
Sebastiana Fernanda Brito;22;709.945.658-01;23/06/1999;Feminino;Câncer;Liz Milena Allana;(11) 2912-9687;(11) 98693-5836;1,69;88;AB-
José Francisco Vieira;69;066.685.058-56;09/09/1952;Masculino;Virgem;Sebastiana Stella Lara;(11) 2830-0487;(11) 98194-6255;2;104;A+
Giovanni Kevin Erick da Conceição;23;776.836.128-80;27/12/1998;Masculino;Capricórnio;Gabriela Sara;(14) 3687-6606;(14) 99371-3991;1,72;96;AB-
Isaac João Mendes;36;124.852.418-72;07/01/1985;Masculino;Capricórnio;Mariah Alana;(17) 3917-7008;(17) 98523-8771;1,8;98;AB+
Emanuelly Carla Teresinha da Luz;20;506.173.748-21;16/03/2001;Feminino;Peixes;Luana Antonella;(11) 2864-9390;(11) 98405-7433;1,8;73;AB-
